Current Designation,Department Affiliation,Years of Service,Specialization Areas,Academic Qualifications,Patent Count,Publication Records (Journals),Publication Records (Conferences),Research Project Involvement,Citation Metrics,Core Courses Count (CS),Electives Count (CS),Lab Courses Count (CS),Student Count per Course (CS),Interdisciplinary Courses (Non-CS),Foundation Courses (Non-CS),Student Count per Course (Non-CS),Subject Knowledge (1-10),Teaching Methodology (1-10),Communication Clarity (1-10),Student Engagement (1-10),Doubt Resolution (1-10),Semester-wise Performance Trends (1-10),Implementation of Previous Feedback (1-10),Teaching Innovation Metrics (1-10),Student Success Rates (1-10),Course Completion Effectiveness (1-10),New Designation,Future Designation
2,2,28,0,2,5,43,15,11,1379,2,3,3,86,3,1,61,3,4,5,10,3,7,6,8,3,9,0,1
2,3,21,4,3,1,16,16,3,9915,1,2,4,83,2,3,106,4,2,7,3,2,3,3,8,8,10,2,4
1,1,30,1,0,4,6,40,5,5335,4,2,1,70,1,1,114,9,2,9,10,8,5,10,3,4,10,0,1
1,4,9,5,2,0,11,19,14,3415,1,3,4,59,3,0,99,7,5,1,8,8,2,10,9,10,1,0,3
2,4,26,2,0,4,28,12,0,2041,4,0,5,57,1,1,23,4,6,10,7,6,4,4,1,9,6,0,1
2,7,11,4,3,9,27,25,13,1485,3,0,3,79,3,4,61,9,10,5,2,8,1,6,5,7,6,0,5
1,9,23,5,2,10,34,4,12,293,5,3,2,75,0,2,33,7,10,1,3,8,3,8,9,7,2,0,4
1,7,20,1,0,8,16,33,13,408,1,1,4,125,3,3,72,8,10,5,10,5,4,3,8,4,5,0,4
0,8,20,3,2,5,43,15,19,1165,3,2,2,68,1,2,29,3,5,7,5,9,5,8,2,2,1,0,4
1,0,9,2,2,3,22,20,1,243,1,3,5,27,2,5,121,3,2,2,1,10,8,2,6,10,8,0,3
2,7,16,0,2,5,11,28,17,5655,5,0,2,69,3,5,128,7,7,3,8,9,5,5,1,4,7,0,0
1,1,3,5,2,6,48,33,9,7240,4,3,3,31,1,2,93,5,1,10,5,10,8,2,8,3,10,0,2
0,2,20,3,0,4,44,47,12,4225,3,1,5,53,0,3,142,8,4,6,2,2,7,1,10,4,10,0,4
1,3,15,3,1,6,25,14,6,9696,5,0,5,34,3,5,66,5,8,7,2,5,3,8,10,10,2,0,0
1,9,20,2,1,4,7,3,14,5190,4,3,4,86,2,1,97,7,7,10,2,5,4,2,3,2,4,0,4
1,0,21,1,0,6,40,36,6,9134,4,3,4,34,0,4,49,1,8,1,5,2,9,3,2,10,9,0,4
0,5,26,2,2,2,20,11,15,198,4,1,1,85,0,2,83,7,6,5,10,5,8,8,9,3,3,0,1
0,7,9,0,3,6,46,23,10,8694,3,3,4,94,3,1,116,7,1,1,10,5,10,6,2,5,10,0,3
1,7,22,0,1,4,45,37,4,8385,1,2,2,60,0,4,28,3,9,3,7,8,9,3,2,8,5,0,4
1,9,21,5,1,10,41,9,20,9079,5,3,3,44,2,2,126,2,5,10,3,3,3,6,3,4,3,0,4
0,3,28,0,2,8,30,35,0,2664,5,1,4,67,3,2,127,6,3,8,9,8,1,5,2,6,2,0,1
1,7,17,5,2,8,37,38,13,6254,3,2,1,28,1,0,58,2,2,9,4,3,9,5,7,7,5,0,0
1,6,17,5,2,4,20,40,9,8533,3,3,1,36,0,2,71,8,1,7,1,9,10,9,4,9,1,0,0
0,8,14,0,1,9,42,13,5,2804,2,1,1,114,2,3,127,1,10,6,3,10,8,9,8,5,10,1,5
1,1,30,3,1,2,3,16,6,5705,5,1,1,67,3,4,39,8,8,5,6,1,10,9,8,3,10,0,1
2,5,1,0,1,10,43,28,20,4866,1,1,1,123,0,4,68,2,7,2,7,3,10,3,6,10,10,0,2
0,8,19,2,1,2,29,8,10,6915,2,1,3,26,2,1,25,10,10,3,2,7,8,10,4,9,5,0,0
2,5,7,1,0,8,38,28,4,2567,1,2,2,41,1,4,95,3,10,6,4,4,2,7,2,4,10,0,3
0,0,16,5,0,9,31,35,2,1201,2,0,1,63,0,2,56,5,3,8,6,2,9,6,6,6,2,0,0
0,6,5,3,3,7,27,8,5,6661,4,3,4,61,1,4,120,4,1,4,8,2,8,10,7,8,3,0,3
1,3,21,5,1,10,41,9,20,9079,5,3,3,44,2,2,126,2,5,10,3,3,3,6,3,4,3,0,4
1,8,4,4,2,9,22,35,20,9589,3,3,3,58,2,3,55,1,9,7,7,8,7,4,4,1,6,0,2
2,4,11,2,0,8,25,26,8,9200,4,2,5,45,0,2,124,5,1,4,4,6,6,10,5,1,1,0,5
1,7,29,1,2,0,7,25,3,6420,2,0,2,112,1,4,29,9,10,6,6,10,2,9,1,4,1,0,1
2,7,7,5,0,7,6,18,15,7984,4,0,2,139,1,1,81,3,10,1,3,7,6,6,6,6,6,0,3
2,0,18,1,1,9,12,46,8,7722,4,1,4,27,3,0,72,1,3,6,10,1,10,8,7,2,2,0,0
0,5,27,4,0,3,6,36,13,4960,4,3,1,86,0,4,96,2,4,8,4,5,2,3,5,10,2,0,1
1,9,9,4,2,0,4,36,2,3988,2,2,5,56,0,4,88,3,3,6,7,1,4,4,9,3,1,0,3
2,5,7,0,3,3,37,48,1,1666,1,0,5,141,0,3,85,6,6,3,1,10,4,8,6,3,5,0,3
2,6,9,4,0,7,47,34,16,790,2,3,4,46,2,3,133,5,10,7,4,7,10,5,10,10,7,0,3
0,7,29,0,0,5,31,8,17,3655,5,1,1,149,2,2,48,8,2,4,2,7,5,10,4,1,1,0,1
2,3,21,5,0,7,38,31,3,7998,1,3,4,34,1,0,54,3,3,2,8,10,8,6,4,7,5,0,4
2,9,11,1,3,5,43,30,19,9165,3,1,5,74,1,3,75,10,10,6,10,7,6,2,9,8,3,0,5
2,1,19,3,2,3,50,11,13,3523,5,1,5,61,3,2,79,6,3,5,9,9,3,5,4,10,10,0,0
1,2,13,0,0,7,27,31,9,6161,3,2,2,129,0,0,111,8,10,3,5,7,6,4,8,3,4,0,5
0,1,1,1,2,5,32,17,1,4294,5,1,4,50,2,1,138,2,9,9,7,7,2,7,1,10,8,0,2
1,1,27,4,0,3,44,13,8,4078,5,3,3,73,0,1,20,6,5,8,8,9,9,7,7,9,2,0,1
0,4,13,3,2,6,10,16,17,7052,3,2,4,148,2,3,67,2,2,1,7,9,10,1,4,6,9,1,5
1,9,22,4,0,5,24,31,1,3429,5,2,4,119,2,0,73,9,10,1,4,4,9,3,3,8,10,0,4
0,5,7,3,3,9,40,31,11,5903,5,3,2,148,1,0,117,1,7,10,9,1,8,10,9,4,10,0,3
2,2,21,5,1,9,24,28,14,192,4,3,2,133,3,3,115,7,8,6,6,1,7,1,4,9,2,0,4
1,8,17,0,0,8,46,3,20,299,5,0,4,25,2,1,75,8,10,10,7,5,4,7,2,6,1,0,0
0,7,12,1,3,0,1,47,3,6301,3,1,3,28,2,2,96,7,7,8,9,8,6,7,10,7,6,0,5
2,0,6,0,1,0,19,12,15,1260,1,0,2,76,3,0,69,4,2,4,5,3,6,7,9,10,7,0,3
2,3,27,4,3,6,38,17,10,6830,2,0,4,107,3,2,92,9,3,3,2,7,1,1,9,8,5,2,1
1,3,18,5,2,8,44,34,2,7070,2,1,1,75,1,0,134,2,3,4,1,4,8,5,6,2,10,0,0
0,1,11,0,0,6,39,33,12,6617,5,2,5,24,0,1,72,3,5,4,10,4,9,6,3,5,7,0,5
1,0,23,4,1,10,6,33,7,563,5,2,1,71,0,5,70,2,5,7,7,8,7,10,9,9,10,0,4
1,3,9,4,1,4,24,44,10,7321,3,3,3,118,1,3,80,7,10,6,10,9,5,1,2,10,9,0,3
1,5,22,4,0,5,24,31,1,3429,5,2,4,119,2,0,73,9,10,1,4,4,9,3,3,8,10,0,4
0,3,26,3,3,6,35,8,3,5451,3,3,4,73,3,0,100,2,7,5,4,1,5,3,5,6,2,2,1
2,2,26,5,1,6,8,35,15,4241,4,3,1,56,3,4,99,1,5,4,10,8,3,4,10,10,4,0,1
1,1,9,4,1,4,24,44,10,7321,3,3,3,118,1,3,80,7,10,6,10,9,5,1,2,10,9,0,3
0,3,6,3,0,9,28,23,19,4269,5,3,2,110,1,1,93,1,7,5,4,3,9,2,10,2,10,0,3
0,9,16,5,2,9,40,44,11,8740,3,2,4,89,2,5,73,7,2,5,8,7,10,10,10,5,10,0,0
1,7,3,5,2,6,48,33,9,7240,4,3,3,31,1,2,93,5,1,10,5,10,8,2,8,3,10,0,2
1,3,30,4,0,3,43,14,17,7548,1,3,3,41,3,3,83,5,4,1,8,2,5,5,8,3,3,0,1
0,1,19,5,3,4,32,37,5,4001,2,0,2,49,2,5,86,2,4,3,9,1,4,1,3,2,3,2,0
1,7,18,5,3,3,32,43,4,3257,3,1,4,112,1,4,29,8,9,3,2,6,2,6,5,10,4,2,0
1,5,3,5,2,6,48,33,9,7240,4,3,3,31,1,2,93,5,1,10,5,10,8,2,8,3,10,0,2
2,3,29,0,1,7,46,6,9,5184,4,0,3,142,1,5,82,10,3,1,7,10,5,3,8,4,7,0,1
0,2,8,3,2,9,17,31,15,7518,1,1,5,26,0,1,51,6,4,1,7,4,4,3,1,8,1,0,3
1,5,9,5,2,0,11,19,14,3415,1,3,4,59,3,0,99,7,5,1,8,8,2,10,9,10,1,0,3
0,2,16,2,0,2,38,6,10,6903,3,0,2,69,1,2,81,9,2,6,10,6,8,5,10,8,2,0,0
1,8,9,3,3,9,26,1,19,5747,5,1,4,132,0,2,89,9,2,7,2,1,9,1,3,9,1,0,3
1,8,5,5,1,5,8,39,6,9173,5,0,2,46,1,1,92,7,10,7,3,1,2,1,7,3,4,0,3
1,6,29,3,3,10,40,14,7,3364,4,1,3,111,2,1,26,6,2,5,7,3,7,3,10,6,7,2,1
1,3,13,0,2,6,0,34,9,2391,5,3,3,38,3,3,95,9,9,10,2,1,4,9,6,6,4,1,5
1,6,30,5,3,4,49,32,10,3422,3,3,5,89,1,2,61,5,10,3,6,3,9,3,9,5,6,2,1
1,8,11,4,3,7,31,44,15,1967,2,0,4,126,3,0,91,9,4,7,7,9,5,8,7,10,3,0,5
1,9,13,0,0,7,27,31,9,6161,3,2,2,129,0,0,111,8,10,3,5,7,6,4,8,3,4,0,5
1,7,6,2,3,8,50,15,6,1259,1,2,5,23,0,5,135,8,8,1,8,9,1,2,5,2,2,0,3
0,6,21,1,2,10,48,4,0,5583,4,0,3,96,2,4,112,6,10,4,5,4,6,9,3,4,9,0,4
2,1,2,0,2,9,1,3,0,4974,3,1,2,144,3,4,61,4,1,1,4,5,3,4,9,10,2,0,2
2,2,19,2,2,1,5,44,20,4126,3,3,2,111,1,1,63,5,7,8,1,4,10,6,10,2,3,0,0
0,4,25,5,3,6,16,33,12,8635,1,3,5,21,2,4,113,3,1,1,8,9,2,3,2,6,10,2,1
0,5,20,0,2,2,23,49,15,852,2,3,4,107,2,3,75,6,1,4,7,3,6,2,7,7,1,0,4
1,3,19,2,3,0,8,36,14,4746,2,3,2,134,0,2,128,3,4,9,9,4,4,6,9,8,7,2,0
2,3,21,5,2,8,45,10,19,3999,1,3,2,145,1,1,149,3,9,4,3,9,9,1,7,8,7,0,4
0,9,15,5,1,8,5,19,13,5979,4,1,4,126,1,2,93,10,10,5,1,1,9,2,10,7,1,0,0
0,3,21,2,0,9,18,34,15,6320,2,1,4,26,3,3,147,7,2,5,1,7,2,2,7,8,10,0,4
2,7,17,4,2,10,30,18,14,6663,2,0,3,107,2,1,133,4,5,2,6,8,10,1,9,3,2,0,0
1,3,12,4,3,9,1,11,15,1824,3,3,2,139,1,2,29,3,4,5,6,2,3,10,1,1,9,0,5
2,0,12,5,3,9,10,25,17,1003,4,2,2,102,2,0,32,5,5,10,5,6,3,5,2,10,1,0,5
2,3,15,4,1,3,0,24,8,2363,5,3,4,143,3,4,118,7,7,7,10,1,10,7,9,4,4,0,0
1,2,30,2,2,10,44,2,9,8661,5,1,3,37,0,5,116,2,2,10,2,1,1,4,10,2,3,0,1
2,1,30,3,3,3,46,12,3,1856,5,2,3,107,0,1,81,3,3,6,5,7,5,3,1,6,9,2,1
0,4,25,5,1,1,47,3,8,8197,2,3,1,74,3,5,115,1,9,3,6,8,2,3,1,3,4,0,1
0,6,12,1,3,0,1,47,3,6301,3,1,3,28,2,2,96,7,7,8,9,8,6,7,10,7,6,0,5
1,0,17,1,0,5,26,46,4,1083,5,3,5,48,1,1,95,2,9,6,7,2,4,9,1,10,1,0,0
2,2,9,2,1,1,6,43,18,796,4,3,2,26,2,1,55,7,10,9,7,9,2,7,2,1,2,0,3
1,9,23,0,0,0,49,47,20,8596,5,0,1,60,1,0,115,6,3,2,4,5,1,1,1,9,10,0,4
2,2,7,4,0,0,14,42,20,575,1,2,2,117,3,3,48,7,9,9,1,10,9,8,2,2,10,0,3
2,0,13,0,3,7,12,6,6,3882,3,1,5,130,0,1,76,2,9,1,9,9,4,10,5,9,5,0,5
2,4,18,5,1,6,43,41,1,8122,1,0,1,98,3,0,41,8,5,6,8,6,4,4,2,5,2,0,0
2,2,19,2,2,1,5,44,20,4126,3,3,2,111,1,1,63,5,7,8,1,4,10,6,10,2,3,0,0
0,3,12,1,3,0,1,47,3,6301,3,1,3,28,2,2,96,7,7,8,9,8,6,7,10,7,6,0,5
0,3,11,1,0,2,43,6,0,6924,3,1,5,80,0,0,108,5,7,6,10,4,6,8,7,7,9,0,5
2,6,26,5,3,4,40,13,10,6491,3,2,1,119,1,2,124,1,2,9,7,9,6,2,3,9,8,2,1
1,2,8,4,0,4,38,18,2,6276,5,3,5,79,0,5,53,6,8,1,7,6,3,7,10,6,10,0,3
2,8,22,3,0,9,19,46,12,3045,4,3,1,103,3,5,69,8,3,6,2,7,1,10,8,3,1,0,4
0,8,21,1,2,9,46,19,12,3975,2,2,3,65,3,1,146,6,10,9,2,8,8,5,10,9,1,0,4
0,7,29,0,3,10,23,17,12,1978,1,3,1,52,1,2,115,2,3,8,7,2,8,2,2,6,6,2,1
0,7,30,2,0,6,15,31,17,6799,5,0,5,107,1,1,93,9,1,5,2,6,4,1,2,5,1,0,1
2,9,27,4,3,6,38,17,10,6830,2,0,4,107,3,2,92,9,3,3,2,7,1,1,9,8,5,2,1
1,3,17,1,1,8,18,29,15,1693,2,3,5,39,3,3,20,6,3,3,3,4,7,9,3,6,7,0,0
2,3,11,2,0,8,25,26,8,9200,4,2,5,45,0,2,124,5,1,4,4,6,6,10,5,1,1,0,5
1,4,21,5,1,10,41,9,20,9079,5,3,3,44,2,2,126,2,5,10,3,3,3,6,3,4,3,0,4
1,2,18,1,3,9,8,31,19,6647,2,2,5,89,1,3,67,1,2,8,2,4,3,7,6,7,7,2,0
2,8,8,0,2,2,32,17,15,5328,4,3,4,101,3,2,60,3,6,6,5,4,9,4,9,1,1,0,3
2,5,21,4,2,4,10,29,18,2762,3,1,2,113,0,5,46,6,1,9,1,1,6,9,4,2,8,0,4
0,6,24,1,0,4,10,30,2,8915,5,0,3,126,2,3,125,7,2,10,3,1,5,4,5,3,6,0,4
1,9,7,0,1,10,5,7,13,2477,4,1,5,116,1,1,82,8,8,1,1,9,1,8,4,3,6,0,3
1,5,11,3,1,2,10,21,1,2492,3,3,1,94,2,0,142,6,10,7,7,1,1,3,6,9,8,1,5
2,5,15,3,1,7,38,20,2,6468,3,0,4,148,2,5,72,10,1,10,5,1,1,3,7,7,5,0,0
0,5,9,1,0,9,28,37,7,7665,5,0,2,29,2,5,107,5,6,1,6,3,3,6,4,1,10,0,3
1,5,29,1,2,0,7,25,3,6420,2,0,2,112,1,4,29,9,10,6,6,10,2,9,1,4,1,0,1
1,2,15,3,1,6,25,14,6,9696,5,0,5,34,3,5,66,5,8,7,2,5,3,8,10,10,2,0,0
2,6,29,4,1,7,42,42,6,220,4,0,3,26,3,2,123,1,1,9,5,8,6,4,7,10,4,0,1
2,4,22,2,3,5,14,45,16,4076,1,0,5,62,3,4,89,10,3,3,7,6,5,7,2,7,4,2,4
0,6,28,1,0,2,39,20,0,114,1,2,1,145,3,1,82,2,3,9,2,10,3,9,10,5,5,0,1
2,2,26,2,0,4,28,12,0,2041,4,0,5,57,1,1,23,4,6,10,7,6,4,4,1,9,6,0,1
2,5,14,1,0,4,39,18,0,4833,1,2,2,97,3,4,103,8,2,5,7,3,8,4,8,6,8,0,5
2,8,25,3,3,5,13,46,5,6241,1,3,2,143,3,0,129,2,1,4,9,8,8,9,1,6,2,2,1
1,1,17,4,2,6,1,4,1,5770,4,1,2,102,1,1,62,1,4,2,6,1,3,9,4,7,5,0,0
0,5,19,4,1,0,26,31,6,7439,1,2,3,48,2,4,117,1,7,1,6,3,10,3,6,5,10,0,0
2,8,7,5,0,7,6,18,15,7984,4,0,2,139,1,1,81,3,10,1,3,7,6,6,6,6,6,0,3
2,4,21,4,3,1,16,16,3,9915,1,2,4,83,2,3,106,4,2,7,3,2,3,3,8,8,10,2,4
0,9,3,5,2,4,13,2,8,5208,5,3,5,60,0,3,131,2,3,1,6,4,3,10,6,4,1,0,2
1,3,8,2,3,4,33,42,1,7358,3,3,2,123,3,5,136,3,10,4,9,8,5,10,10,4,7,0,3
2,2,7,1,1,2,8,15,20,8583,5,2,5,137,1,2,145,7,5,2,7,9,4,10,7,10,5,0,3
0,4,28,1,0,2,39,20,0,114,1,2,1,145,3,1,82,2,3,9,2,10,3,9,10,5,5,0,1
0,8,24,1,0,4,10,30,2,8915,5,0,3,126,2,3,125,7,2,10,3,1,5,4,5,3,6,0,4
0,7,5,1,1,10,37,0,4,5598,3,3,4,92,0,1,24,6,1,9,1,2,9,2,6,9,6,0,3
0,7,29,5,0,7,18,27,13,8871,3,0,4,34,1,0,100,4,9,1,3,9,8,5,8,8,1,0,1
1,9,29,3,2,1,31,34,12,7044,2,1,2,23,3,2,25,4,5,10,7,9,5,7,3,10,4,0,1
1,5,2,4,1,9,13,39,13,2778,5,2,3,78,3,2,51,5,1,1,7,9,7,7,3,5,8,0,2
2,8,8,0,2,2,32,17,15,5328,4,3,4,101,3,2,60,3,6,6,5,4,9,4,9,1,1,0,3
2,7,14,1,1,10,1,12,19,7934,2,0,2,95,0,5,38,5,5,4,2,8,5,4,3,8,3,1,5
0,5,7,5,3,8,8,28,4,9888,3,2,1,128,0,1,89,8,2,3,9,2,9,3,1,8,6,0,3
0,6,15,5,2,9,17,10,1,387,1,3,1,65,0,5,42,1,7,3,9,2,9,6,7,5,9,0,0
0,7,5,1,3,10,41,29,4,7478,4,0,3,133,0,0,101,4,6,9,10,2,5,6,3,5,5,0,3
1,4,3,0,2,7,3,0,1,6860,5,2,2,55,1,4,57,1,8,8,10,9,6,8,1,10,9,0,2
2,7,4,1,1,1,28,30,7,4811,3,3,4,40,1,4,117,8,3,9,8,3,4,4,10,2,9,0,2
1,8,21,3,3,9,45,22,15,951,1,3,2,74,1,3,103,4,6,2,5,3,5,7,5,7,6,2,4
1,0,2,4,1,9,13,39,13,2778,5,2,3,78,3,2,51,5,1,1,7,9,7,7,3,5,8,0,2
0,1,18,3,0,8,17,0,13,6575,1,1,1,62,2,4,55,9,2,10,1,3,9,9,3,5,4,0,0
0,1,19,5,3,4,32,37,5,4001,2,0,2,49,2,5,86,2,4,3,9,1,4,1,3,2,3,2,0
2,3,14,1,0,0,16,12,7,6881,2,3,4,93,1,1,136,3,3,1,8,5,5,9,5,2,5,0,5
2,0,29,4,2,2,26,38,13,8485,4,2,3,40,2,2,27,6,6,8,6,1,7,2,3,8,9,0,1
1,0,6,0,3,0,4,25,19,8094,5,1,5,26,2,1,75,7,3,7,7,8,4,4,4,10,10,0,3
2,8,14,1,0,4,39,18,0,4833,1,2,2,97,3,4,103,8,2,5,7,3,8,4,8,6,8,0,5
1,5,11,3,1,2,10,21,1,2492,3,3,1,94,2,0,142,6,10,7,7,1,1,3,6,9,8,1,5
0,3,26,5,2,0,34,0,20,8745,2,2,3,40,0,4,126,1,10,8,2,9,10,10,5,2,7,0,1
2,1,29,4,2,2,26,38,13,8485,4,2,3,40,2,2,27,6,6,8,6,1,7,2,3,8,9,0,1
0,9,16,0,1,4,0,6,16,5536,1,1,2,60,3,4,92,6,2,7,10,2,6,2,3,2,6,0,0
2,5,16,5,0,7,35,23,19,6710,2,1,4,143,0,2,122,6,3,5,1,9,1,7,10,6,4,0,0
1,6,7,0,1,10,5,7,13,2477,4,1,5,116,1,1,82,8,8,1,1,9,1,8,4,3,6,0,3
0,7,22,5,0,7,26,6,20,5720,1,0,3,59,2,1,129,3,2,2,5,7,4,8,8,3,7,0,4
2,7,15,3,1,7,38,20,2,6468,3,0,4,148,2,5,72,10,1,10,5,1,1,3,7,7,5,0,0
2,0,13,2,1,8,47,33,19,2067,1,1,5,41,2,0,127,4,5,10,10,5,5,7,3,3,2,1,5
2,1,17,1,2,1,31,22,11,8893,5,0,5,53,0,0,105,1,3,1,8,7,6,2,10,9,4,0,0
0,1,6,1,1,9,43,30,17,7350,3,1,5,59,0,0,31,9,10,5,3,7,9,6,2,9,2,0,3
1,3,22,0,2,3,37,29,10,5973,4,1,2,65,2,4,124,10,8,7,8,3,7,2,5,5,1,0,4
0,7,6,1,1,9,43,30,17,7350,3,1,5,59,0,0,31,9,10,5,3,7,9,6,2,9,2,0,3
0,9,3,5,3,1,1,14,14,8425,2,3,5,92,2,0,21,3,10,1,3,9,1,7,1,1,6,0,2
0,3,30,2,1,0,26,23,18,4611,5,2,4,60,0,4,80,2,5,3,5,3,6,2,4,4,7,0,1
2,4,5,4,0,8,37,10,16,4309,1,1,2,28,1,2,79,2,3,8,10,3,2,3,6,10,10,0,3
1,7,30,4,0,3,43,14,17,7548,1,3,3,41,3,3,83,5,4,1,8,2,5,5,8,3,3,0,1
0,3,21,2,0,9,18,34,15,6320,2,1,4,26,3,3,147,7,2,5,1,7,2,2,7,8,10,0,4
2,3,12,2,0,2,1,17,10,6841,4,2,1,103,2,3,86,8,5,9,5,2,3,4,10,7,7,0,5
0,4,11,1,1,4,31,47,12,109,1,0,3,105,2,1,141,6,8,4,9,3,10,2,6,7,10,1,5
0,7,24,4,1,3,43,39,0,7431,3,1,5,117,2,3,118,5,5,4,7,9,5,2,3,9,3,0,4
1,5,30,1,2,9,9,30,4,3014,2,2,3,98,0,3,54,10,3,6,4,8,1,6,3,5,4,0,1
0,2,25,5,3,6,16,33,12,8635,1,3,5,21,2,4,113,3,1,1,8,9,2,3,2,6,10,2,1
0,2,7,1,1,1,41,4,0,3317,4,3,3,75,3,3,27,5,6,5,1,9,7,5,10,10,8,0,3
0,4,21,3,1,4,10,48,8,1974,1,1,1,84,1,2,27,1,10,9,9,10,9,1,7,8,8,0,4
2,2,22,1,1,5,5,10,3,553,4,0,2,147,3,4,79,3,8,4,6,1,5,4,8,1,9,0,4
2,8,20,2,1,6,35,24,3,3467,1,3,5,49,0,5,52,5,5,4,10,1,2,9,6,3,4,0,4
1,3,10,4,2,7,3,19,9,2876,1,3,4,141,2,2,88,1,3,2,7,1,7,5,1,1,6,1,5
2,1,22,3,2,7,39,39,13,1318,2,2,3,63,1,3,106,3,5,4,3,10,8,4,5,4,10,0,4
1,6,23,0,0,0,49,47,20,8596,5,0,1,60,1,0,115,6,3,2,4,5,1,1,1,9,10,0,4
2,9,14,5,0,9,44,35,10,6766,2,2,3,29,2,3,130,10,7,4,7,8,8,9,1,9,3,0,5
0,8,11,4,3,5,47,34,4,3848,5,1,3,45,2,3,114,8,10,7,1,10,6,1,3,6,4,0,5
0,1,5,0,3,1,47,0,17,698,1,3,2,142,1,3,117,5,6,5,1,4,4,9,7,2,7,0,3
0,7,28,1,0,2,39,20,0,114,1,2,1,145,3,1,82,2,3,9,2,10,3,9,10,5,5,0,1
2,6,9,4,0,7,47,34,16,790,2,3,4,46,2,3,133,5,10,7,4,7,10,5,10,10,7,0,3
2,3,11,0,1,6,33,50,12,8910,4,0,4,66,2,3,95,2,9,7,1,7,8,5,1,9,6,1,5
0,0,18,3,3,3,50,6,10,8184,4,2,3,116,3,1,83,6,6,3,10,3,10,1,4,3,3,2,0
1,2,17,1,0,5,26,46,4,1083,5,3,5,48,1,1,95,2,9,6,7,2,4,9,1,10,1,0,0
0,8,4,4,3,0,40,16,16,866,5,3,1,29,1,5,46,5,3,3,10,8,9,3,3,5,10,0,2
1,0,15,1,2,7,26,27,17,3661,5,1,2,115,3,0,20,1,7,10,5,2,7,2,8,5,7,0,0
1,5,29,1,2,0,7,25,3,6420,2,0,2,112,1,4,29,9,10,6,6,10,2,9,1,4,1,0,1
0,0,1,3,2,6,19,38,18,81,4,3,2,124,3,2,46,6,2,9,10,6,8,3,3,3,1,0,2
2,0,13,0,3,7,12,6,6,3882,3,1,5,130,0,1,76,2,9,1,9,9,4,10,5,9,5,0,5
0,8,21,1,2,9,46,19,12,3975,2,2,3,65,3,1,146,6,10,9,2,8,8,5,10,9,1,0,4
0,7,22,5,0,7,26,6,20,5720,1,0,3,59,2,1,129,3,2,2,5,7,4,8,8,3,7,0,4
2,6,21,4,3,1,16,16,3,9915,1,2,4,83,2,3,106,4,2,7,3,2,3,3,8,8,10,2,4
2,0,29,0,1,7,46,6,9,5184,4,0,3,142,1,5,82,10,3,1,7,10,5,3,8,4,7,0,1
1,7,9,3,1,5,0,26,3,4216,1,0,5,137,0,5,71,3,5,1,8,10,5,9,1,1,8,0,3
2,8,16,2,1,1,4,12,14,4851,4,1,1,74,0,5,112,2,4,5,8,9,6,3,3,3,5,0,0
0,4,24,3,3,1,6,25,16,8110,5,0,2,118,3,0,28,5,3,5,9,2,5,8,10,2,8,2,4
2,8,28,0,2,5,43,15,11,1379,2,3,3,86,3,1,61,3,4,5,10,3,7,6,8,3,9,0,1
2,0,26,1,3,6,28,44,17,4571,5,2,1,130,0,4,59,1,3,8,4,9,8,2,2,3,7,2,1
1,7,15,1,1,10,26,3,20,1062,3,1,4,81,2,2,127,4,10,3,10,2,1,2,6,8,5,0,0
0,3,6,1,1,9,43,30,17,7350,3,1,5,59,0,0,31,9,10,5,3,7,9,6,2,9,2,0,3
0,5,15,0,2,3,37,18,4,4071,2,0,2,52,3,4,53,7,1,8,6,2,10,4,2,3,5,0,0
1,9,21,3,0,2,38,3,19,5651,4,3,2,147,0,1,77,1,10,1,8,4,1,2,6,9,2,0,4
1,8,6,2,3,8,50,15,6,1259,1,2,5,23,0,5,135,8,8,1,8,9,1,2,5,2,2,0,3
2,6,27,4,3,6,38,17,10,6830,2,0,4,107,3,2,92,9,3,3,2,7,1,1,9,8,5,2,1
1,1,5,4,2,1,44,2,20,6042,3,1,5,95,3,2,110,8,9,7,9,5,10,8,5,1,4,0,3
0,8,17,5,3,3,49,6,0,5682,1,1,4,60,1,4,62,3,4,10,6,1,1,2,6,10,10,2,0
0,6,30,2,1,0,26,23,18,4611,5,2,4,60,0,4,80,2,5,3,5,3,6,2,4,4,7,0,1
1,6,25,2,2,5,6,45,13,8593,1,3,4,134,0,3,21,3,1,10,4,7,7,9,4,8,1,0,1
0,3,9,1,0,9,28,37,7,7665,5,0,2,29,2,5,107,5,6,1,6,3,3,6,4,1,10,0,3
1,7,6,5,0,5,13,30,10,1590,4,2,2,25,3,3,94,2,10,2,7,10,3,4,1,1,2,0,3
0,1,11,1,0,2,43,6,0,6924,3,1,5,80,0,0,108,5,7,6,10,4,6,8,7,7,9,0,5
2,5,2,4,1,5,21,32,10,7745,3,2,5,135,3,1,84,3,8,8,6,9,7,10,4,6,9,0,2
2,6,8,5,0,1,18,45,4,7721,5,0,5,56,1,4,59,1,7,4,3,8,9,3,5,6,6,0,3
0,4,12,0,1,3,13,43,3,7182,4,2,1,136,2,3,129,3,8,8,2,7,2,1,4,8,2,1,5
1,4,18,0,1,5,22,37,12,2806,5,1,4,81,2,1,84,1,3,6,10,7,1,6,6,4,8,0,0
1,5,21,3,3,9,45,22,15,951,1,3,2,74,1,3,103,4,6,2,5,3,5,7,5,7,6,2,4
